ID,movie_id,explod_expl,pem_expl,score,time,title
4221f534-a566-4fe1-af3b-2e73067a521c,1089,"""Like the movies """"Kill Bill Volume 1"""" and """"Kill Bill Volume 2"""" that has the screenwriter Q3772 watch """"Reservoir Dogs"""" that has the same property""","""Like the movie """"Kill Bill Volume 1"""" and """"Kill Bill Volume 2"""" that has the film editor Sally Menke watch """"Reservoir Dogs"""" that has the same property""",0.161456823348999,Tue Apr 18 2023 09:59:03 GMT-0300 (Brasilia Standard Time),Reservoir Dogs
4221f534-a566-4fe1-af3b-2e73067a521c,1193,"""Like the movies """"Braveheart"""" and """"Taxi Driver"""" and """"A Clockwork Orange"""" that won or was nominated to the Academy Award for Best Picture watch """"One Flew Over the Cuckoo's Nest"""" that has the same property""","""Like the movie """"The Godfather"""" and """"Braveheart"""" that won or was nominated to the Academy Award for Best Original Dramatic Score watch """"One Flew Over the Cuckoo's Nest"""" that has the same property""",0.1695363223552703,Tue Apr 18 2023 09:59:03 GMT-0300 (Brasilia Standard Time),One Flew Over the Cuckoo's Nest
4221f534-a566-4fe1-af3b-2e73067a521c,1213,"""Like the movies """"A Clockwork Orange"""" and """"The Big Lebowski"""" and """"Memento"""" that has the genre crime film watch """"Goodfellas"""" that has the same property""","""Like the movie """"The Godfather"""" that has the cast member Nick Vallelonga watch """"Goodfellas"""" that has the same property""",0.1409089714288711,Tue Apr 18 2023 09:59:03 GMT-0300 (Brasilia Standard Time),Goodfellas
4221f534-a566-4fe1-af3b-2e73067a521c,1221,"""Like the movies """"A Clockwork Orange"""" and """"The Big Lebowski"""" and """"Memento"""" that has the genre crime film watch """"The Godfather Part II"""" that has the same property""","""Like the movie """"The Godfather"""" that has the cast member Al Martino watch """"The Godfather Part II"""" that has the same property""",0.1435654014348983,Tue Apr 18 2023 09:59:03 GMT-0300 (Brasilia Standard Time),The Godfather Part II
4221f534-a566-4fe1-af3b-2e73067a521c,1258,"""Like the movies """"A Clockwork Orange"""" and """"Dr. Strangelove"""" that has the director Stanley Kubrick watch """"The Shining"""" that has the same property""","""Like the movie """"A Clockwork Orange"""" that has the composer Wendy Carlos watch """"The Shining"""" that has the same property""",0.1467960029840469,Tue Apr 18 2023 09:59:03 GMT-0300 (Brasilia Standard Time),The Shining
3cdae0e0-3b22-46f3-a286-f502d2115f80,110,"""Like the movies """"E.T. the Extra-Terrestrial"""" and """"Star Wars: Episode V – The Empire Strikes Back"""" and """"Star Wars: Episode VI – Return of the Jedi"""" that won or was nominated to the Academy Award for Best Sound Mixing watch """"Braveheart"""" that has the same property""","""Like the movie """"Gladiator"""" that has the cast member Tommy Flanagan watch """"Braveheart"""" that has the same property""",0.2135026156902313,Thu Apr 20 2023 16:25:13 GMT-0300 (Horário Padrão de Brasília),Braveheart
3cdae0e0-3b22-46f3-a286-f502d2115f80,1197,"""Like the movies """"E.T. the Extra-Terrestrial"""" and """"Star Wars: Episode V – The Empire Strikes Back"""" and """"The Godfather Part II"""" that won or was nominated to the National Film Registry watch """"The Princess Bride"""" that has the same property""","""Like the movie """"Star Wars: Episode IV – A New Hope"""" and """"The Godfather Part II"""" and """"E.T. the Extra-Terrestrial"""" and """"The Matrix"""" and """"Star Wars: Episode V – The Empire Strikes Back"""" and """"Saving Private Ryan"""" and """"The Silence of the Lambs"""" and """"Back to the Future"""" and """"The Godfather"""" that won or was nominated to the National Film Registry watch """"The Princess Bride"""" that has the same property""",0.1582423150539398,Thu Apr 20 2023 16:25:13 GMT-0300 (Horário Padrão de Brasília),The Princess Bride
3cdae0e0-3b22-46f3-a286-f502d2115f80,1198,"""Like the movies """"Star Wars: Episode V – The Empire Strikes Back"""" and """"Star Wars: Episode VI – Return of the Jedi"""" and """"Star Wars: Episode IV – A New Hope"""" that has the director George Lucas watch """"Raiders of the Lost Ark"""" that has the same property""","""Like the movie """"Star Wars: Episode II – Attack of the Clones"""" and """"Star Wars: Episode IV – A New Hope"""" and """"Star Wars: Episode I – The Phantom Menace"""" and """"Star Wars Episode VII: The Force Awakens"""" and """"Star Wars: Episode VIII – The Last Jedi"""" and """"Star Wars: Episode V – The Empire Strikes Back"""" and """"Star Wars: Episode III – Revenge of the Sith"""" and """"Star Wars: Episode VI – Return of the Jedi"""" that has the production company Lucasfilm watch """"Raiders of the Lost Ark"""" that has the same property""",0.2870869934558868,Thu Apr 20 2023 16:25:13 GMT-0300 (Horário Padrão de Brasília),Raiders of the Lost Ark
3cdae0e0-3b22-46f3-a286-f502d2115f80,1291,"""Like the movies """"Star Wars: Episode V – The Empire Strikes Back"""" and """"Star Wars: Episode VI – Return of the Jedi"""" and """"Star Wars: Episode IV – A New Hope"""" that has the director George Lucas watch """"Indiana Jones and the Last Crusade"""" that has the same property""","""Like the movie """"Star Wars: Episode II – Attack of the Clones"""" and """"Star Wars: Episode IV – A New Hope"""" and """"Star Wars: Episode I – The Phantom Menace"""" and """"Star Wars Episode VII: The Force Awakens"""" and """"Star Wars: Episode VIII – The Last Jedi"""" and """"Star Wars: Episode V – The Empire Strikes Back"""" and """"Star Wars: Episode III – Revenge of the Sith"""" and """"Star Wars: Episode VI – Return of the Jedi"""" that has the production company Lucasfilm watch """"Indiana Jones and the Last Crusade"""" that has the same property""",0.1596047282218933,Thu Apr 20 2023 16:25:13 GMT-0300 (Horário Padrão de Brasília),Indiana Jones and the Last Crusade
3cdae0e0-3b22-46f3-a286-f502d2115f80,1580,"""Like the movies """"Star Wars: Episode V – The Empire Strikes Back"""" and """"Star Wars: Episode VI – Return of the Jedi"""" and """"Star Wars: Episode IV – A New Hope"""" that has the director George Lucas watch """"Men in Black"""" that has the same property""","""Like the movie """"Star Wars: Episode II – Attack of the Clones"""" and """"Star Wars: Episode IV – A New Hope"""" and """"Star Wars: Episode I – The Phantom Menace"""" and """"Star Wars: Episode V – The Empire Strikes Back"""" and """"Star Wars: Episode III – Revenge of the Sith"""" and """"Star Wars: Episode VI – Return of the Jedi"""" that has the director George Lucas watch """"Men in Black"""" that has the same property""",0.1607623249292373,Thu Apr 20 2023 16:25:13 GMT-0300 (Horário Padrão de Brasília),Men in Black
